number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_scale_pos_weight,params_subsample,state
19,0.8010890235644575,2025-05-20 07:59:06.663938,2025-05-20 07:59:43.124543,0 days 00:00:36.460605,0.9990368820310862,0.21453893230754523,0.03497086727740226,6,10,2,296,0.011722452301223957,0.6058245401563345,1.5648672365308016,0.7552400615209481,COMPLETE
20,0.8048692003277091,2025-05-20 07:59:07.093937,2025-05-20 07:59:44.353110,0 days 00:00:37.259173,0.7016331461518737,0.03248570148039703,0.034260237073407716,6,10,2,294,0.010921559171664125,0.5786915657010548,2.3840810171303843,0.7595350939892308,COMPLETE
21,0.8014422712493857,2025-05-20 07:59:10.429534,2025-05-20 07:59:48.176609,0 days 00:00:37.747075,0.9988070079132604,0.010265785710041442,0.039754919150678275,5,10,2,297,0.02911680359480162,0.9852635064810106,11.279645929665095,0.7650315441856103,COMPLETE
22,0.7944214679633392,2025-05-20 07:59:13.182940,2025-05-20 07:59:43.574109,0 days 00:00:30.391169,0.9857982599393114,0.1905191900496155,0.03609843526862289,2,10,2,239,0.025223513672195177,0.596467285627353,12.741155070388633,0.7615208158615724,COMPLETE
23,0.7938175531442181,2025-05-20 07:59:14.395494,2025-05-20 07:59:45.355703,0 days 00:00:30.960209,0.9975609724363919,0.09490968240051345,0.037884377477353945,2,10,2,242,0.011169014097607358,0.6531846410883604,14.339666429462975,0.7676562971509104,COMPLETE
24,0.7805953478453135,2025-05-20 07:59:24.708311,2025-05-20 07:59:52.725356,0 days 00:00:28.017045,0.7063032053378648,0.009086204352697358,0.034857955944139825,6,10,2,223,0.031201683667790234,0.6543275830413512,1.0497840871383728,0.7539383851512628,COMPLETE
25,0.7859192869749005,2025-05-20 07:59:26.294543,2025-05-20 07:59:46.206143,0 days 00:00:19.911600,0.7872309261836217,0.007986770862993292,0.03165214600138519,6,9,2,174,0.031107407850126778,0.6617499900448229,1.476745454202162,0.7420759075041052,COMPLETE
26,0.7798778242806524,2025-05-20 07:59:26.519547,2025-05-20 07:59:46.336647,0 days 00:00:19.817100,0.7960443201484255,0.06145816941223789,0.03581904914688765,7,9,2,169,0.32223821376652606,0.6999615571005539,9.023114230105783,0.7578847140069451,COMPLETE
27,0.7858446302385481,2025-05-20 07:59:43.128544,2025-05-20 08:00:11.659242,0 days 00:00:28.530698,0.788960178638635,1.3503751858153503,0.03295637560209556,8,9,2,251,0.005572954389770839,0.41160909353233244,9.949812409176912,0.7572152166788593,COMPLETE
28,0.786189526735185,2025-05-20 07:59:43.578109,2025-05-20 08:00:12.694851,0 days 00:00:29.116742,0.9966333937342018,1.4262315750090988,0.03170746764615453,7,9,2,255,0.01808002576653937,0.3995754064281619,10.335604783806236,0.760313343032036,COMPLETE
29,0.7831566900521861,2025-05-20 07:59:44.357110,2025-05-20 08:00:14.329292,0 days 00:00:29.972182,0.7732629214358776,1.487455887856011,0.02696944120477189,7,9,2,259,0.11811905553625436,0.40263237201671503,8.265176510429779,0.7815897462649001,COMPLETE
30,0.7839152361401674,2025-05-20 07:59:45.358705,2025-05-20 08:00:15.626175,0 days 00:00:30.267470,0.7850338961073818,1.2780309355656587,0.027268125417761843,7,9,3,265,0.12625097209167283,0.40063459103537996,7.9155364400584665,0.791656363618134,COMPLETE
31,0.7745313521934822,2025-05-20 07:59:46.209149,2025-05-20 08:00:16.895889,0 days 00:00:30.686740,0.7084246375588393,1.3513945957737301,0.022422107041677714,8,9,3,264,0.1311512457028665,0.40163298900975675,7.874535292389833,0.7906189609206453,COMPLETE
32,0.7765835310133887,2025-05-20 07:59:46.340647,2025-05-20 08:00:16.437890,0 days 00:00:30.097243,0.712708546211258,1.5719354431498067,0.0225618833891499,8,9,3,261,0.13377846997954046,0.38594885546209834,7.22706452824475,0.7909945955238619,COMPLETE
33,0.7776246573299153,2025-05-20 07:59:48.179610,2025-05-20 08:00:19.042703,0 days 00:00:30.863093,0.7568122732150528,1.3201256955323792,0.02377387174369039,8,9,3,264,0.11375633567284646,0.9774495419986057,7.638469873564516,0.7914436259801049,COMPLETE
34,0.7779531446200894,2025-05-20 07:59:52.729356,2025-05-20 08:00:23.344636,0 days 00:00:30.615280,0.7575191256209224,1.4100979865594199,0.022390301436011364,8,9,3,262,0.15087235231563623,0.4036696090611748,8.26485080140527,0.7944021626408347,COMPLETE
